n_pairs,n_both_feasible,feasible_rate_new,feasible_rate_old,wins_time_new,wins_gap_new,wins_Tmax_new,wins_delay_new,wins_violC_new,wins_switch_new
136,103,0.7647058823529411,0.8602941176470589,98,0,69,0,0,0
