new_scenario,new_mode,new_solve_time_s,new_mipgap_filled,new_feasible,new_objective,new_Tmax,new_client_delay_sum,new_viol_C_sum,new_client_switches,new_n_planes,new_n_jobs,new_n_positions,new_H,new_scenario_type,new_window_tightness,new_n_bin,new_n_vars,new_n_cons,scenario,mode,old_scenario,old_mode,old_solve_time_s,old_mipgap_filled,old_feasible,old_objective,old_Tmax,old_client_delay_sum,old_viol_C_sum,old_client_switches,old_n_planes,old_n_jobs,old_n_positions,old_H,old_scenario_type,old_window_tightness,old_n_bin,old_n_vars,old_n_cons,both_feasible,time_ratio_old_over_new,log_time_ratio,gap_diff_old_minus_new,Tmax_diff_old_minus_new,delay_diff_old_minus_new,violC_diff_old_minus_new,switch_diff_old_minus_new,win_time_new,win_gap_new,win_Tmax_new,win_delay_new,win_violC_new,win_switch_new
scn_few-loose_seed11_P3_pl5.xlsx,hard,0.443,,True,356554.0,3655399999999990.0,0.0,0.0,0.0,5.0,9.0,5.0,53888.0,few,loose,,,,scn_few-loose_seed11_P3_pl5.xlsx,hard,scn_few-loose_seed11_P3_pl5.xlsx,hard,2481.0,,True,,77588.0,0.0,0.0,0.0,5.0,9.0,5.0,77588.0,few,loose,10227.0,10350.0,13827.0,True,5600.451467268623,8.630602492628803,,-3655399999922402.0,0.0,0.0,0.0,True,False,False,False,False,False
scn_few-loose_seed12_P3_pl5.xlsx,soft12,0.359,,True,295.36,25.36,0.0,0.0,,5.0,8.0,5.0,43678.0,few,loose,,,,scn_few-loose_seed12_P3_pl5.xlsx,soft12,scn_few-loose_seed12_P3_pl5.xlsx,soft12,2256.0,,True,,65818.0,0.0,0.0,,5.0,8.0,5.0,65818.0,few,loose,8271.0,8376.0,10974.0,True,6284.122562674095,8.745781503111807,,65792.64,0.0,0.0,,True,False,True,False,False,False
scn_few-loose_seed12_P3_pl5.xlsx,soft,0.364,,True,295.36,25.36,0.0,0.0,,5.0,8.0,5.0,43678.0,few,loose,,,,scn_few-loose_seed12_P3_pl5.xlsx,soft,scn_few-loose_seed12_P3_pl5.xlsx,soft,1862.0,,True,,65818.0,0.0,0.0,,5.0,8.0,5.0,65818.0,few,loose,8271.0,8382.0,10977.0,True,5115.384615384615,8.540007869182409,,65792.64,0.0,0.0,,True,False,True,False,False,False
scn_few-loose_seed12_P3_pl5.xlsx,medium,0.347,,True,295.36,25.36,0.0,0.0,0.0,5.0,8.0,5.0,43678.0,few,loose,,,,scn_few-loose_seed12_P3_pl5.xlsx,medium,scn_few-loose_seed12_P3_pl5.xlsx,medium,2371.0,,True,,65818.0,0.0,0.0,0.0,5.0,8.0,5.0,65818.0,few,loose,8371.0,8482.0,11377.0,True,6832.8530259366,8.829497585100684,,65792.64,0.0,0.0,0.0,True,False,True,False,False,False
scn_few-loose_seed12_P3_pl5.xlsx,hard,0.406,,True,295.36,25.36,0.0,0.0,0.0,5.0,8.0,5.0,43678.0,few,loose,,,,scn_few-loose_seed12_P3_pl5.xlsx,hard,scn_few-loose_seed12_P3_pl5.xlsx,hard,2723.0,,True,,65818.0,0.0,0.0,0.0,5.0,8.0,5.0,65818.0,few,loose,8376.0,8487.0,11382.0,True,6706.896551724138,8.810891612054164,,65792.64,0.0,0.0,0.0,True,False,True,False,False,False
scn_few-loose_seed1_P3_pl5.xlsx,soft12,0.547,,True,3.95912e+16,3.5912e+16,0.0,0.0,,5.0,12.0,5.0,61065.0,few,loose,,,,scn_few-loose_seed1_P3_pl5.xlsx,soft12,scn_few-loose_seed1_P3_pl5.xlsx,soft12,3251.0,,True,,82785.0,0.0,0.0,,5.0,12.0,5.0,82785.0,few,loose,12687.0,12840.0,16763.0,True,5943.327239488117,8.690024396864061,,-3.5911999999917216e+16,0.0,0.0,,True,False,False,False,False,False
scn_few-loose_seed1_P3_pl5.xlsx,soft,0.54,,True,3.95912e+16,3.5912e+16,0.0,0.0,,5.0,12.0,5.0,61065.0,few,loose,,,,scn_few-loose_seed1_P3_pl5.xlsx,soft,scn_few-loose_seed1_P3_pl5.xlsx,soft,2547.0,,True,,82785.0,0.0,0.0,,5.0,12.0,5.0,82785.0,few,loose,12687.0,12846.0,16766.0,True,4716.666666666666,8.458857614403273,,-3.5911999999917216e+16,0.0,0.0,,True,False,False,False,False,False
scn_few-loose_seed1_P3_pl5.xlsx,medium,0.614,,True,4019709999999990.0,4197099999999970.0,0.0,0.0,0.0,5.0,12.0,5.0,61065.0,few,loose,,,,scn_few-loose_seed1_P3_pl5.xlsx,medium,scn_few-loose_seed1_P3_pl5.xlsx,medium,2639.0,,True,,82785.0,0.0,0.0,0.0,5.0,12.0,5.0,82785.0,few,loose,12922.0,13081.0,17706.0,True,4298.045602605864,8.365915687338319,,-4197099999917185.0,0.0,0.0,0.0,True,False,False,False,False,False
scn_few-loose_seed1_P3_pl5.xlsx,hard,0.756,,True,4.01669999999999e+16,4166999999999970.0,0.0,0.0,0.0,5.0,12.0,5.0,61065.0,few,loose,,,,scn_few-loose_seed1_P3_pl5.xlsx,hard,scn_few-loose_seed1_P3_pl5.xlsx,hard,2425.0,,True,,82785.0,0.0,0.0,0.0,5.0,12.0,5.0,82785.0,few,loose,12927.0,13086.0,17711.0,True,3207.6719576719574,8.073300706174187,,-4166999999917185.0,0.0,0.0,0.0,True,False,False,False,False,False
scn_few-loose_seed2_P3_pl5.xlsx,soft12,0.607,,True,4.07361999999999e+16,3.73619999999999e+16,0.0,0.0,,5.0,13.0,5.0,63423.0,few,loose,,,,scn_few-loose_seed2_P3_pl5.xlsx,soft12,scn_few-loose_seed2_P3_pl5.xlsx,soft12,2853.0,,True,,8782300000000000.0,0.0,0.0,,5.0,13.0,5.0,8782300000000000.0,few,loose,14046.0,14211.0,18539.0,True,4700.164744645799,8.45535283913614,,-2.8579699999999904e+16,0.0,0.0,,True,False,False,False,False,False
