scenario,mode,status,termination,solve_time_s,mipgap,best_bound,objective,Tmax,client_delay_sum,viol_C_sum,client_switches,positions_slack_used,switches_slot_sum,presence_sum,idle_sum,n_jobs,n_planes,n_clients,n_positions,H,model_id,preset,n_vars,n_cons,n_bin,scenario_type,window_tightness,jobs_per_plane_hint,positions_hint,seed,feasible,mipgap_filled
scn_few-tight_seed7_P2_pl5.xlsx,medium,ok,optimal,1061.0,,,593862.0,8886200000000000.0,0.0,0.0,0.0,,0.0,0.0,505.0,16.0,5.0,3.0,5.0,90961.0,final,,,,,few,tight,2.0,5,7.0,True,
scn_few-tight_seed7_P2_pl5.xlsx,hard,ok,optimal,0.892,,,593862.0,8886200000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0,16.0,5.0,3.0,5.0,90961.0,final,,,,,few,tight,2.0,5,7.0,True,
scn_few-tight_seed8_P2_pl5.xlsx,soft12,warning,infeasible,0.799,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,16.0,5.0,3.0,5.0,98785.0,final,,,,,few,tight,2.0,5,8.0,False,
scn_few-tight_seed8_P2_pl5.xlsx,soft,warning,infeasible,0.697,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,16.0,5.0,3.0,5.0,98785.0,final,,,,,few,tight,2.0,5,8.0,False,
scn_few-tight_seed8_P2_pl5.xlsx,medium,warning,infeasible,0.725,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,16.0,5.0,3.0,5.0,98785.0,final,,,,,few,tight,2.0,5,8.0,False,
scn_few-tight_seed8_P2_pl5.xlsx,hard,warning,infeasible,0.724,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5.0,3.0,5.0,98785.0,final,,,,,few,tight,2.0,5,8.0,False,
scn_few-tight_seed9_P2_pl5.xlsx,soft12,warning,infeasible,0.582,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,13.0,5.0,3.0,5.0,86406.0,final,,,,,few,tight,2.0,5,9.0,False,
scn_few-tight_seed9_P2_pl5.xlsx,soft,warning,infeasible,0.586,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,13.0,5.0,3.0,5.0,86406.0,final,,,,,few,tight,2.0,5,9.0,False,
scn_few-tight_seed9_P2_pl5.xlsx,medium,warning,infeasible,1559.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,13.0,5.0,3.0,5.0,86406.0,final,,,,,few,tight,2.0,5,9.0,False,
scn_few-tight_seed9_P2_pl5.xlsx,hard,warning,infeasible,0.708,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,5.0,3.0,5.0,86406.0,final,,,,,few,tight,2.0,5,9.0,False,
scn_heavy-tight_seed1_P4_pl30.xlsx,soft12,warning,infeasible,22074.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,95.0,30.0,8.0,5.0,202482.0,final,,,,,unknown,tight,4.0,30,1.0,False,
scn_heavy-tight_seed1_P4_pl30.xlsx,soft,warning,infeasible,20463.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,95.0,30.0,8.0,5.0,202482.0,final,,,,,unknown,tight,4.0,30,1.0,False,
scn_heavy-tight_seed1_P4_pl30.xlsx,medium,warning,infeasible,25952.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,95.0,30.0,8.0,5.0,202482.0,final,,,,,unknown,tight,4.0,30,1.0,False,
scn_heavy-tight_seed1_P4_pl30.xlsx,hard,warning,infeasible,24781.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,30.0,8.0,5.0,202482.0,final,,,,,unknown,tight,4.0,30,1.0,False,
scn_heavy-tight_seed2_P4_pl30.xlsx,soft12,warning,infeasible,20817.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,92.0,30.0,8.0,5.0,201798.0,final,,,,,unknown,tight,4.0,30,2.0,False,
scn_heavy-tight_seed2_P4_pl30.xlsx,soft,warning,infeasible,17472.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,92.0,30.0,8.0,5.0,201798.0,final,,,,,unknown,tight,4.0,30,2.0,False,
scn_heavy-tight_seed2_P4_pl30.xlsx,medium,warning,infeasible,21621.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,92.0,30.0,8.0,5.0,201798.0,final,,,,,unknown,tight,4.0,30,2.0,False,
scn_heavy-tight_seed2_P4_pl30.xlsx,hard,warning,infeasible,21128.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,30.0,8.0,5.0,201798.0,final,,,,,unknown,tight,4.0,30,2.0,False,
scn_heavy-tight_seed3_P4_pl30.xlsx,soft12,warning,infeasible,15914.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,86.0,30.0,8.0,5.0,193856.0,final,,,,,unknown,tight,4.0,30,3.0,False,
scn_heavy-tight_seed3_P4_pl30.xlsx,soft,warning,infeasible,15971.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,86.0,30.0,8.0,5.0,193856.0,final,,,,,unknown,tight,4.0,30,3.0,False,
scn_heavy-tight_seed3_P4_pl30.xlsx,medium,warning,infeasible,19134.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,86.0,30.0,8.0,5.0,193856.0,final,,,,,unknown,tight,4.0,30,3.0,False,
scn_heavy-tight_seed3_P4_pl30.xlsx,hard,warning,infeasible,20295.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,30.0,8.0,5.0,193856.0,final,,,,,unknown,tight,4.0,30,3.0,False,
scn_heavy-tight_seed4_P4_pl30.xlsx,soft12,warning,infeasible,16551.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,86.0,30.0,8.0,5.0,198971.0,final,,,,,unknown,tight,4.0,30,4.0,False,
scn_heavy-tight_seed4_P4_pl30.xlsx,soft,warning,infeasible,20627.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,86.0,30.0,8.0,5.0,198971.0,final,,,,,unknown,tight,4.0,30,4.0,False,
scn_heavy-tight_seed4_P4_pl30.xlsx,medium,warning,infeasible,25582.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,86.0,30.0,8.0,5.0,198971.0,final,,,,,unknown,tight,4.0,30,4.0,False,
scn_heavy-tight_seed4_P4_pl30.xlsx,hard,warning,infeasible,21312.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,30.0,8.0,5.0,198971.0,final,,,,,unknown,tight,4.0,30,4.0,False,
scn_custom_many_tight_pl10.xlsx,soft12,ok,optimal,8318.0,,,,90617.0,0.0,0.0,,,0.0,0.0,1010.0,25.0,10.0,6.0,5.0,90617.0,initial,base,31312.0,43276.0,30995.0,many,tight,,10,,True,
scn_custom_many_tight_pl10.xlsx,soft,ok,optimal,9.16,,,,90617.0,0.0,0.0,,,0.0,0.0,1010.0,25.0,10.0,6.0,5.0,90617.0,initial,base,31324.0,43282.0,30995.0,many,tight,,10,,True,
scn_custom_many_tight_pl10.xlsx,medium,ok,optimal,65362.0,,,,90617.0,0.0,0.0,0.0,,0.0,0.0,1010.0,25.0,10.0,6.0,5.0,90617.0,initial,base,32609.0,48422.0,32280.0,many,tight,,10,,True,
scn_custom_many_tight_pl10.xlsx,hard,ok,optimal,14407.0,,,,90617.0,0.0,0.0,0.0,1.0,0.0,0.0,1010.0,25.0,10.0,6.0,5.0,90617.0,initial,base,32614.0,48427.0,32285.0,many,tight,,10,,True,
scn_custom_many_tight_pl12.xlsx,soft12,ok,optimal,5337.0,,,,8939099999999990.0,0.0,0.0,,,0.0,0.0,1200.0,24.0,12.0,6.0,5.0,8939099999999990.0,initial,base,32229.0,44577.0,31922.0,many,tight,,12,,True,
scn_custom_many_tight_pl12.xlsx,soft,ok,optimal,6564.0,,,,8939099999999990.0,0.0,0.0,,,0.0,0.0,1200.0,24.0,12.0,6.0,5.0,8939099999999990.0,initial,base,32241.0,44583.0,31922.0,many,tight,,12,,True,
scn_custom_many_tight_pl12.xlsx,medium,ok,optimal,12394.0,,,,8939099999999990.0,0.0,0.0,0.0,,0.0,0.0,1200.0,24.0,12.0,6.0,5.0,8939099999999990.0,initial,base,33426.0,49323.0,33107.0,many,tight,,12,,True,
scn_custom_many_tight_pl12.xlsx,hard,ok,optimal,19429.0,,,,8939099999999990.0,0.0,0.0,2.0,1.0,0.0,0.0,1200.0,24.0,12.0,6.0,5.0,8939099999999990.0,initial,base,33431.0,49328.0,33112.0,many,tight,,12,,True,
scn_custom_many_tight_pl14.xlsx,soft12,ok,optimal,8.03,,,,9637100000000000.0,0.0,0.0,,,0.0,0.0,1498.0,25.0,14.0,6.0,5.0,9637100000000000.0,initial,base,37464.0,51824.0,37143.0,many,tight,,14,,True,
scn_custom_many_tight_pl14.xlsx,soft,ok,optimal,7781.0,,,,9637100000000000.0,0.0,0.0,,,0.0,0.0,1498.0,25.0,14.0,6.0,5.0,9637100000000000.0,initial,base,37476.0,51830.0,37143.0,many,tight,,14,,True,
scn_custom_many_tight_pl14.xlsx,medium,ok,optimal,42585.0,,,,9637100000000000.0,0.0,0.0,0.0,,0.0,0.0,1498.0,25.0,14.0,6.0,5.0,9637100000000000.0,initial,base,38751.0,56930.0,38418.0,many,tight,,14,,True,
scn_custom_many_tight_pl14.xlsx,hard,ok,optimal,39885.0,,,,9637100000000000.0,0.0,0.0,3.0,1.0,0.0,0.0,1498.0,25.0,14.0,6.0,5.0,9637100000000000.0,initial,base,38756.0,56935.0,38423.0,many,tight,,14,,True,
scn_custom_many_tight_pl16.xlsx,soft12,ok,optimal,12.86,,,,118863.0,0.0,0.0,,,0.0,0.0,2064.0,33.0,16.0,6.0,5.0,118863.0,initial,base,56864.0,79176.0,56445.0,many,tight,,16,,True,
scn_custom_many_tight_pl16.xlsx,soft,ok,optimal,14048.0,,,,118863.0,0.0,0.0,,,0.0,0.0,2064.0,33.0,16.0,6.0,5.0,118863.0,initial,base,56876.0,79182.0,56445.0,many,tight,,16,,True,
scn_custom_many_tight_pl16.xlsx,medium,aborted,maxTimeLimit,307209.0,,,,118863.0,0.0,0.0,5.0,,0.0,0.0,2064.0,33.0,16.0,6.0,5.0,118863.0,initial,base,59136.0,88222.0,58705.0,many,tight,,16,,False,
scn_custom_many_tight_pl16.xlsx,hard,aborted,maxTimeLimit,309689.0,,,,118863.0,0.0,0.0,8.0,1.0,0.0,0.0,2064.0,33.0,16.0,6.0,5.0,118863.0,initial,base,59141.0,88227.0,58710.0,many,tight,,16,,False,
scn_custom_many_tight_pl18.xlsx,soft12,ok,optimal,22881.0,,,,145194.0,0.0,0.0,,,0.0,0.0,2808.0,41.0,18.0,6.0,5.0,145194.0,initial,base,82440.0,115002.0,81923.0,many,tight,,18,,True,
scn_custom_many_tight_pl18.xlsx,soft,ok,optimal,24136.0,,,,145194.0,0.0,0.0,,,0.0,0.0,2808.0,41.0,18.0,6.0,5.0,145194.0,initial,base,82452.0,115008.0,81923.0,many,tight,,18,,True,
scn_custom_many_tight_pl18.xlsx,medium,ok,optimal,176387.0,,,,145194.0,0.0,0.0,0.0,,0.0,0.0,2808.0,41.0,18.0,6.0,5.0,145194.0,initial,base,85942.0,128968.0,85413.0,many,tight,,18,,True,
scn_custom_many_tight_pl18.xlsx,hard,aborted,maxTimeLimit,311672.0,,,,145194.0,0.0,0.0,3.0,2.0,0.0,0.0,2808.0,41.0,18.0,6.0,5.0,145194.0,initial,base,85947.0,128973.0,85418.0,many,tight,,18,,False,
scn_custom_many_tight_pl20.xlsx,soft12,ok,optimal,16624.0,,,,112568.0,0.0,0.0,,,0.0,0.0,2460.0,35.0,20.0,6.0,5.0,112568.0,initial,base,62942.0,88696.0,62495.0,many,tight,,20,,True,
scn_custom_many_tight_pl20.xlsx,soft,ok,optimal,17305.0,,,,112568.0,0.0,0.0,,,0.0,0.0,2460.0,35.0,20.0,6.0,5.0,112568.0,initial,base,62954.0,88702.0,62495.0,many,tight,,20,,True,
scn_custom_many_tight_pl20.xlsx,medium,ok,optimal,45793.0,,,,112568.0,0.0,0.0,1.0,,0.0,0.0,2460.0,35.0,20.0,6.0,5.0,112568.0,initial,base,65469.0,98762.0,65010.0,many,tight,,20,,True,
scn_custom_many_tight_pl20.xlsx,hard,ok,optimal,70754.0,,,,112568.0,0.0,0.0,2.0,1.0,0.0,0.0,2460.0,35.0,20.0,6.0,5.0,112568.0,initial,base,65474.0,98767.0,65015.0,many,tight,,20,,True,
scn_few-loose_seed10_P3_pl5.xlsx,soft12,ok,optimal,4291.0,,,,86569.0,0.0,0.0,,,0.0,0.0,485.0,14.0,5.0,3.0,5.0,86569.0,initial,base,14874.0,19479.0,14697.0,few,loose,3.0,5,10.0,True,
scn_few-loose_seed10_P3_pl5.xlsx,soft,ok,optimal,3428.0,,,,86569.0,0.0,0.0,,,0.0,0.0,485.0,14.0,5.0,3.0,5.0,86569.0,initial,base,14880.0,19482.0,14697.0,few,loose,3.0,5,10.0,True,
scn_few-loose_seed10_P3_pl5.xlsx,medium,ok,optimal,3647.0,,,,86569.0,0.0,0.0,0.0,,0.0,0.0,485.0,14.0,5.0,3.0,5.0,86569.0,initial,base,15180.0,20682.0,14997.0,few,loose,3.0,5,10.0,True,
scn_few-loose_seed10_P3_pl5.xlsx,hard,ok,optimal,3197.0,,,,86569.0,0.0,0.0,0.0,0.0,0.0,0.0,485.0,14.0,5.0,3.0,5.0,86569.0,initial,base,15185.0,20687.0,15002.0,few,loose,3.0,5,10.0,True,
scn_few-loose_seed11_P3_pl5.xlsx,soft12,ok,optimal,2755.0,,,,77588.0,0.0,0.0,,,0.0,0.0,440.0,9.0,5.0,3.0,5.0,77588.0,initial,base,10209.0,13299.0,10092.0,few,loose,3.0,5,11.0,True,
scn_few-loose_seed11_P3_pl5.xlsx,soft,ok,optimal,2918.0,,,,77588.0,0.0,0.0,,,0.0,0.0,440.0,9.0,5.0,3.0,5.0,77588.0,initial,base,10215.0,13302.0,10092.0,few,loose,3.0,5,11.0,True,
scn_few-loose_seed11_P3_pl5.xlsx,medium,ok,optimal,2732.0,,,,77588.0,0.0,0.0,0.0,,0.0,0.0,440.0,9.0,5.0,3.0,5.0,77588.0,initial,base,10345.0,13822.0,10222.0,few,loose,3.0,5,11.0,True,
scn_few-loose_seed11_P3_pl5.xlsx,hard,ok,optimal,2481.0,,,,77588.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,9.0,5.0,3.0,5.0,77588.0,initial,base,10350.0,13827.0,10227.0,few,loose,3.0,5,11.0,True,
scn_few-loose_seed12_P3_pl5.xlsx,soft12,ok,optimal,2256.0,,,,65818.0,0.0,0.0,,,0.0,0.0,380.0,8.0,5.0,3.0,5.0,65818.0,initial,base,8376.0,10974.0,8271.0,few,loose,3.0,5,12.0,True,
scn_few-loose_seed12_P3_pl5.xlsx,soft,ok,optimal,1862.0,,,,65818.0,0.0,0.0,,,0.0,0.0,380.0,8.0,5.0,3.0,5.0,65818.0,initial,base,8382.0,10977.0,8271.0,few,loose,3.0,5,12.0,True,
scn_few-loose_seed12_P3_pl5.xlsx,medium,ok,optimal,2371.0,,,,65818.0,0.0,0.0,0.0,,0.0,0.0,380.0,8.0,5.0,3.0,5.0,65818.0,initial,base,8482.0,11377.0,8371.0,few,loose,3.0,5,12.0,True,
scn_few-loose_seed12_P3_pl5.xlsx,hard,ok,optimal,2723.0,,,,65818.0,0.0,0.0,0.0,0.0,0.0,0.0,380.0,8.0,5.0,3.0,5.0,65818.0,initial,base,8487.0,11382.0,8376.0,few,loose,3.0,5,12.0,True,
scn_few-loose_seed1_P3_pl5.xlsx,soft12,ok,optimal,3251.0,,,,82785.0,0.0,0.0,,,0.0,0.0,465.0,12.0,5.0,3.0,5.0,82785.0,initial,base,12840.0,16763.0,12687.0,few,loose,3.0,5,1.0,True,
scn_few-loose_seed1_P3_pl5.xlsx,soft,ok,optimal,2547.0,,,,82785.0,0.0,0.0,,,0.0,0.0,465.0,12.0,5.0,3.0,5.0,82785.0,initial,base,12846.0,16766.0,12687.0,few,loose,3.0,5,1.0,True,
scn_few-loose_seed1_P3_pl5.xlsx,medium,ok,optimal,2639.0,,,,82785.0,0.0,0.0,0.0,,0.0,0.0,465.0,12.0,5.0,3.0,5.0,82785.0,initial,base,13081.0,17706.0,12922.0,few,loose,3.0,5,1.0,True,
scn_few-loose_seed1_P3_pl5.xlsx,hard,ok,optimal,2425.0,,,,82785.0,0.0,0.0,0.0,0.0,0.0,0.0,465.0,12.0,5.0,3.0,5.0,82785.0,initial,base,13086.0,17711.0,12927.0,few,loose,3.0,5,1.0,True,
scn_few-loose_seed2_P3_pl5.xlsx,soft12,ok,optimal,2853.0,,,,8782300000000000.0,0.0,0.0,,,0.0,0.0,490.0,13.0,5.0,3.0,5.0,8782300000000000.0,initial,base,14211.0,18539.0,14046.0,few,loose,3.0,5,2.0,True,
scn_few-loose_seed2_P3_pl5.xlsx,soft,ok,optimal,3.21,,,,8782300000000000.0,0.0,0.0,,,0.0,0.0,490.0,13.0,5.0,3.0,5.0,8782300000000000.0,initial,base,14217.0,18542.0,14046.0,few,loose,3.0,5,2.0,True,
scn_few-loose_seed2_P3_pl5.xlsx,medium,ok,optimal,3.29,,,,8782300000000000.0,0.0,0.0,0.0,,0.0,0.0,490.0,13.0,5.0,3.0,5.0,8782300000000000.0,initial,base,14487.0,19622.0,14316.0,few,loose,3.0,5,2.0,True,
scn_few-loose_seed2_P3_pl5.xlsx,hard,ok,optimal,2297.0,,,,8782300000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,13.0,5.0,3.0,5.0,8782300000000000.0,initial,base,14492.0,19627.0,14321.0,few,loose,3.0,5,2.0,True,
scn_few-loose_seed3_P3_pl5.xlsx,soft12,ok,optimal,1153.0,,,,57091.0,0.0,0.0,,,0.0,0.0,340.0,8.0,5.0,3.0,5.0,57091.0,initial,base,7576.0,9974.0,7471.0,few,loose,3.0,5,3.0,True,
scn_few-loose_seed3_P3_pl5.xlsx,soft,ok,optimal,1051.0,,,,57091.0,0.0,0.0,,,0.0,0.0,340.0,8.0,5.0,3.0,5.0,57091.0,initial,base,7582.0,9977.0,7471.0,few,loose,3.0,5,3.0,True,
scn_few-loose_seed3_P3_pl5.xlsx,medium,ok,optimal,1194.0,,,,57091.0,0.0,0.0,0.0,,0.0,0.0,340.0,8.0,5.0,3.0,5.0,57091.0,initial,base,7667.0,10317.0,7556.0,few,loose,3.0,5,3.0,True,
scn_few-loose_seed3_P3_pl5.xlsx,hard,ok,optimal,1.33,,,,57091.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,8.0,5.0,3.0,5.0,57091.0,initial,base,7672.0,10322.0,7561.0,few,loose,3.0,5,3.0,True,
scn_few-loose_seed4_P3_pl5.xlsx,soft12,ok,optimal,1522.0,,,,78738.0,0.0,0.0,,,0.0,0.0,445.0,10.0,5.0,3.0,5.0,78738.0,initial,base,10974.0,14303.0,10845.0,few,loose,3.0,5,4.0,True,
scn_few-loose_seed4_P3_pl5.xlsx,soft,ok,optimal,1379.0,,,,78738.0,0.0,0.0,,,0.0,0.0,445.0,10.0,5.0,3.0,5.0,78738.0,initial,base,10980.0,14306.0,10845.0,few,loose,3.0,5,4.0,True,
scn_few-loose_seed4_P3_pl5.xlsx,medium,ok,optimal,1414.0,,,,78738.0,0.0,0.0,0.0,,0.0,0.0,445.0,10.0,5.0,3.0,5.0,78738.0,initial,base,11140.0,14946.0,11005.0,few,loose,3.0,5,4.0,True,
scn_few-loose_seed4_P3_pl5.xlsx,hard,ok,optimal,1491.0,,,,78738.0,0.0,0.0,0.0,0.0,0.0,0.0,445.0,10.0,5.0,3.0,5.0,78738.0,initial,base,11145.0,14951.0,11010.0,few,loose,3.0,5,4.0,True,
scn_few-loose_seed5_P3_pl5.xlsx,soft12,ok,optimal,1431.0,,,,75523.0,0.0,0.0,,,0.0,0.0,430.0,9.0,5.0,3.0,5.0,75523.0,initial,base,9999.0,13039.0,9882.0,few,loose,3.0,5,5.0,True,
scn_few-loose_seed5_P3_pl5.xlsx,soft,ok,optimal,1276.0,,,,75523.0,0.0,0.0,,,0.0,0.0,430.0,9.0,5.0,3.0,5.0,75523.0,initial,base,10005.0,13042.0,9882.0,few,loose,3.0,5,5.0,True,
scn_few-loose_seed5_P3_pl5.xlsx,medium,ok,optimal,1321.0,,,,75523.0,0.0,0.0,0.0,,0.0,0.0,430.0,9.0,5.0,3.0,5.0,75523.0,initial,base,10125.0,13522.0,10002.0,few,loose,3.0,5,5.0,True,
scn_few-loose_seed5_P3_pl5.xlsx,hard,ok,optimal,1365.0,,,,75523.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,9.0,5.0,3.0,5.0,75523.0,initial,base,10130.0,13527.0,10007.0,few,loose,3.0,5,5.0,True,
scn_few-loose_seed6_P3_pl5.xlsx,soft12,ok,optimal,1701.0,,,,84271.0,0.0,0.0,,,0.0,0.0,475.0,11.0,5.0,3.0,5.0,84271.0,initial,base,12346.0,16061.0,12205.0,few,loose,3.0,5,6.0,True,
scn_few-loose_seed6_P3_pl5.xlsx,soft,ok,optimal,2357.0,,,,84271.0,0.0,0.0,,,0.0,0.0,475.0,11.0,5.0,3.0,5.0,84271.0,initial,base,12352.0,16064.0,12205.0,few,loose,3.0,5,6.0,True,
scn_few-loose_seed6_P3_pl5.xlsx,medium,ok,optimal,1735.0,,,,84271.0,0.0,0.0,0.0,,0.0,0.0,475.0,11.0,5.0,3.0,5.0,84271.0,initial,base,12547.0,16844.0,12400.0,few,loose,3.0,5,6.0,True,
scn_few-loose_seed6_P3_pl5.xlsx,hard,ok,optimal,2747.0,,,,84271.0,0.0,0.0,0.0,0.0,0.0,0.0,475.0,11.0,5.0,3.0,5.0,84271.0,initial,base,12552.0,16849.0,12405.0,few,loose,3.0,5,6.0,True,
scn_few-loose_seed7_P3_pl5.xlsx,soft12,ok,optimal,2591.0,,,,74691.0,0.0,0.0,,,0.0,0.0,425.0,11.0,5.0,3.0,5.0,74691.0,initial,base,11196.0,14661.0,11055.0,few,loose,3.0,5,7.0,True,
scn_few-loose_seed7_P3_pl5.xlsx,soft,ok,optimal,2735.0,,,,74691.0,0.0,0.0,,,0.0,0.0,425.0,11.0,5.0,3.0,5.0,74691.0,initial,base,11202.0,14664.0,11055.0,few,loose,3.0,5,7.0,True,
scn_few-loose_seed7_P3_pl5.xlsx,medium,ok,optimal,2659.0,,,,74691.0,0.0,0.0,0.0,,0.0,0.0,425.0,11.0,5.0,3.0,5.0,74691.0,initial,base,11402.0,15464.0,11255.0,few,loose,3.0,5,7.0,True,
scn_few-loose_seed7_P3_pl5.xlsx,hard,ok,optimal,2514.0,,,,74691.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0,11.0,5.0,3.0,5.0,74691.0,initial,base,11407.0,15469.0,11260.0,few,loose,3.0,5,7.0,True,
scn_few-loose_seed8_P3_pl5.xlsx,soft12,ok,optimal,2143.0,,,,69467.0,0.0,0.0,,,0.0,0.0,400.0,9.0,5.0,3.0,5.0,69467.0,initial,base,9369.0,12259.0,9252.0,few,loose,3.0,5,8.0,True,
scn_few-loose_seed8_P3_pl5.xlsx,soft,ok,optimal,3158.0,,,,69467.0,0.0,0.0,,,0.0,0.0,400.0,9.0,5.0,3.0,5.0,69467.0,initial,base,9375.0,12262.0,9252.0,few,loose,3.0,5,8.0,True,
scn_few-loose_seed8_P3_pl5.xlsx,medium,ok,optimal,2156.0,,,,69467.0,0.0,0.0,0.0,,0.0,0.0,400.0,9.0,5.0,3.0,5.0,69467.0,initial,base,9490.0,12722.0,9367.0,few,loose,3.0,5,8.0,True,
scn_few-loose_seed8_P3_pl5.xlsx,hard,ok,optimal,1951.0,,,,69467.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,9.0,5.0,3.0,5.0,69467.0,initial,base,9495.0,12727.0,9372.0,few,loose,3.0,5,8.0,True,
scn_few-loose_seed9_P3_pl5.xlsx,soft12,ok,optimal,2992.0,,,,83.15,0.0,0.0,,,0.0,0.0,470.0,12.0,5.0,3.0,5.0,83.15,initial,base,12960.0,16908.0,12807.0,few,loose,3.0,5,9.0,True,
scn_few-loose_seed9_P3_pl5.xlsx,soft,ok,optimal,2719.0,,,,83.15,0.0,0.0,,,0.0,0.0,470.0,12.0,5.0,3.0,5.0,83.15,initial,base,12966.0,16911.0,12807.0,few,loose,3.0,5,9.0,True,
scn_few-loose_seed9_P3_pl5.xlsx,medium,ok,optimal,3091.0,,,,83.15,0.0,0.0,0.0,,0.0,0.0,470.0,12.0,5.0,3.0,5.0,83.15,initial,base,13201.0,17851.0,13042.0,few,loose,3.0,5,9.0,True,
scn_few-loose_seed9_P3_pl5.xlsx,hard,ok,optimal,3309.0,,,,83.15,0.0,0.0,0.0,0.0,0.0,0.0,470.0,12.0,5.0,3.0,5.0,83.15,initial,base,13206.0,17856.0,13047.0,few,loose,3.0,5,9.0,True,
scn_few-tight_seed10_P2_pl5.xlsx,soft12,ok,optimal,5723.0,,,,1.32370999999999e+16,0.0,0.0,,,0.0,0.0,715.0,19.0,5.0,3.0,5.0,1.32370999999999e+16,initial,base,26274.0,33869.0,26037.0,few,tight,2.0,5,10.0,True,
scn_few-tight_seed10_P2_pl5.xlsx,soft,ok,optimal,4803.0,,,,1.32370999999999e+16,0.0,0.0,,,0.0,0.0,715.0,19.0,5.0,3.0,5.0,1.32370999999999e+16,initial,base,26280.0,33872.0,26037.0,few,tight,2.0,5,10.0,True,
scn_few-tight_seed10_P2_pl5.xlsx,medium,ok,optimal,5983.0,,,,1.32370999999999e+16,0.0,0.0,0.0,,0.0,0.0,715.0,19.0,5.0,3.0,5.0,1.32370999999999e+16,initial,base,26840.0,36112.0,26597.0,few,tight,2.0,5,10.0,True,
scn_few-tight_seed10_P2_pl5.xlsx,hard,ok,optimal,5634.0,,,,1.32370999999999e+16,0.0,0.0,0.0,0.0,0.0,0.0,715.0,19.0,5.0,3.0,5.0,1.32370999999999e+16,initial,base,26845.0,36117.0,26602.0,few,tight,2.0,5,10.0,True,
scn_few-tight_seed11_P2_pl5.xlsx,soft12,ok,optimal,4518.0,,,,131139.0,0.0,0.0,,,0.0,0.0,710.0,15.0,5.0,3.0,5.0,131139.0,initial,base,21759.0,27813.0,21570.0,few,tight,2.0,5,11.0,True,
scn_few-tight_seed11_P2_pl5.xlsx,soft,ok,optimal,4413.0,,,,131139.0,0.0,0.0,,,0.0,0.0,710.0,15.0,5.0,3.0,5.0,131139.0,initial,base,21765.0,27816.0,21570.0,few,tight,2.0,5,11.0,True,
scn_few-tight_seed11_P2_pl5.xlsx,medium,ok,optimal,6764.0,,,,131139.0,0.0,0.0,0.0,,0.0,0.0,710.0,15.0,5.0,3.0,5.0,131139.0,initial,base,22125.0,29256.0,21930.0,few,tight,2.0,5,11.0,True,
scn_few-tight_seed11_P2_pl5.xlsx,hard,ok,optimal,5769.0,,,,131139.0,0.0,0.0,0.0,0.0,0.0,0.0,710.0,15.0,5.0,3.0,5.0,131139.0,initial,base,22130.0,29261.0,21935.0,few,tight,2.0,5,11.0,True,
scn_few-tight_seed12_P2_pl5.xlsx,soft12,ok,optimal,5772.0,,,,123971.0,0.0,0.0,,,0.0,0.0,670.0,15.0,5.0,3.0,5.0,123971.0,initial,base,20679.0,26533.0,20490.0,few,tight,2.0,5,12.0,True,
scn_few-tight_seed12_P2_pl5.xlsx,soft,ok,optimal,4678.0,,,,123971.0,0.0,0.0,,,0.0,0.0,670.0,15.0,5.0,3.0,5.0,123971.0,initial,base,20685.0,26536.0,20490.0,few,tight,2.0,5,12.0,True,
