file,preset,mode,solver_preset,solve_time_s,status,termination,tag,objective,best_bound,gap_calc,Tmax,client_delay_sum,viol_C_sum,client_switches,positions_slack_used,n_positions,n_jobs,n_planes,n_clients,H
scn_heavy-tight_seed4_P4_pl30.xlsx,unknown,soft,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed4_P4_pl30.xlsx,unknown,medium,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed4_P4_pl30.xlsx,unknown,hard,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed4_P4_pl30.xlsx,unknown,soft12,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed4_P4_pl30.xlsx,unknown,soft,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed4_P4_pl30.xlsx,unknown,medium,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed4_P4_pl30.xlsx,unknown,hard,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed4_P4_pl30.xlsx,unknown,soft12,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed4_P4_pl30.xlsx,unknown,soft,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed4_P4_pl30.xlsx,unknown,medium,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed4_P4_pl30.xlsx,unknown,hard,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed5_P4_pl30.xlsx,unknown,soft12,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed5_P4_pl30.xlsx,unknown,soft,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed5_P4_pl30.xlsx,unknown,medium,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed5_P4_pl30.xlsx,unknown,hard,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed5_P4_pl30.xlsx,unknown,soft12,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed5_P4_pl30.xlsx,unknown,soft,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed5_P4_pl30.xlsx,unknown,medium,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed5_P4_pl30.xlsx,unknown,hard,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed5_P4_pl30.xlsx,unknown,soft12,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed5_P4_pl30.xlsx,unknown,soft,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed5_P4_pl30.xlsx,unknown,medium,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed5_P4_pl30.xlsx,unknown,hard,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed6_P4_pl30.xlsx,unknown,soft12,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed6_P4_pl30.xlsx,unknown,soft,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed6_P4_pl30.xlsx,unknown,medium,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed6_P4_pl30.xlsx,unknown,hard,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed6_P4_pl30.xlsx,unknown,soft12,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed6_P4_pl30.xlsx,unknown,soft,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed6_P4_pl30.xlsx,unknown,medium,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed6_P4_pl30.xlsx,unknown,hard,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed6_P4_pl30.xlsx,unknown,soft12,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed6_P4_pl30.xlsx,unknown,soft,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed6_P4_pl30.xlsx,unknown,medium,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed6_P4_pl30.xlsx,unknown,hard,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed7_P4_pl30.xlsx,unknown,soft12,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed7_P4_pl30.xlsx,unknown,soft,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed7_P4_pl30.xlsx,unknown,medium,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed7_P4_pl30.xlsx,unknown,hard,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed7_P4_pl30.xlsx,unknown,soft12,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed7_P4_pl30.xlsx,unknown,soft,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed7_P4_pl30.xlsx,unknown,medium,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed7_P4_pl30.xlsx,unknown,hard,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed7_P4_pl30.xlsx,unknown,soft12,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed7_P4_pl30.xlsx,unknown,soft,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed7_P4_pl30.xlsx,unknown,medium,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed7_P4_pl30.xlsx,unknown,hard,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed8_P4_pl30.xlsx,unknown,soft12,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed8_P4_pl30.xlsx,unknown,soft,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed8_P4_pl30.xlsx,unknown,medium,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed8_P4_pl30.xlsx,unknown,hard,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed8_P4_pl30.xlsx,unknown,soft12,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed8_P4_pl30.xlsx,unknown,soft,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed8_P4_pl30.xlsx,unknown,medium,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed8_P4_pl30.xlsx,unknown,hard,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed8_P4_pl30.xlsx,unknown,soft12,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed8_P4_pl30.xlsx,unknown,soft,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed8_P4_pl30.xlsx,unknown,medium,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_heavy-tight_seed8_P4_pl30.xlsx,unknown,hard,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed10_P5_pl20.xlsx,many-medium,soft12,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed10_P5_pl20.xlsx,many-medium,soft,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed10_P5_pl20.xlsx,many-medium,medium,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed10_P5_pl20.xlsx,many-medium,hard,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed10_P5_pl20.xlsx,many-medium,soft12,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed10_P5_pl20.xlsx,many-medium,soft,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed10_P5_pl20.xlsx,many-medium,medium,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed10_P5_pl20.xlsx,many-medium,hard,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed10_P5_pl20.xlsx,many-medium,soft12,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed10_P5_pl20.xlsx,many-medium,soft,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed10_P5_pl20.xlsx,many-medium,medium,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed10_P5_pl20.xlsx,many-medium,hard,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed11_P5_pl20.xlsx,many-medium,soft12,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed11_P5_pl20.xlsx,many-medium,soft,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed11_P5_pl20.xlsx,many-medium,medium,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed11_P5_pl20.xlsx,many-medium,hard,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed11_P5_pl20.xlsx,many-medium,soft12,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed11_P5_pl20.xlsx,many-medium,soft,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed11_P5_pl20.xlsx,many-medium,medium,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed11_P5_pl20.xlsx,many-medium,hard,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed11_P5_pl20.xlsx,many-medium,soft12,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed11_P5_pl20.xlsx,many-medium,soft,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed11_P5_pl20.xlsx,many-medium,medium,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed11_P5_pl20.xlsx,many-medium,hard,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed12_P5_pl20.xlsx,many-medium,soft12,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed12_P5_pl20.xlsx,many-medium,soft,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed12_P5_pl20.xlsx,many-medium,medium,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed12_P5_pl20.xlsx,many-medium,hard,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed12_P5_pl20.xlsx,many-medium,soft12,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed12_P5_pl20.xlsx,many-medium,soft,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed12_P5_pl20.xlsx,many-medium,medium,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed12_P5_pl20.xlsx,many-medium,hard,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed12_P5_pl20.xlsx,many-medium,soft12,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed12_P5_pl20.xlsx,many-medium,soft,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed12_P5_pl20.xlsx,many-medium,medium,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed12_P5_pl20.xlsx,many-medium,hard,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed1_P5_pl20.xlsx,many-medium,soft12,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed1_P5_pl20.xlsx,many-medium,soft,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed1_P5_pl20.xlsx,many-medium,medium,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed1_P5_pl20.xlsx,many-medium,hard,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed1_P5_pl20.xlsx,many-medium,soft12,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed1_P5_pl20.xlsx,many-medium,soft,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed1_P5_pl20.xlsx,many-medium,medium,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed1_P5_pl20.xlsx,many-medium,hard,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed1_P5_pl20.xlsx,many-medium,soft12,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed1_P5_pl20.xlsx,many-medium,soft,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed1_P5_pl20.xlsx,many-medium,medium,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed1_P5_pl20.xlsx,many-medium,hard,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed2_P5_pl20.xlsx,many-medium,soft12,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed2_P5_pl20.xlsx,many-medium,soft,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed2_P5_pl20.xlsx,many-medium,medium,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed2_P5_pl20.xlsx,many-medium,hard,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed2_P5_pl20.xlsx,many-medium,soft12,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed2_P5_pl20.xlsx,many-medium,soft,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed2_P5_pl20.xlsx,many-medium,medium,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed2_P5_pl20.xlsx,many-medium,hard,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed2_P5_pl20.xlsx,many-medium,soft12,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed2_P5_pl20.xlsx,many-medium,soft,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed2_P5_pl20.xlsx,many-medium,medium,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed2_P5_pl20.xlsx,many-medium,hard,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed3_P5_pl20.xlsx,many-medium,soft12,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed3_P5_pl20.xlsx,many-medium,soft,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed3_P5_pl20.xlsx,many-medium,medium,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed3_P5_pl20.xlsx,many-medium,hard,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed3_P5_pl20.xlsx,many-medium,soft12,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed3_P5_pl20.xlsx,many-medium,soft,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed3_P5_pl20.xlsx,many-medium,medium,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed3_P5_pl20.xlsx,many-medium,hard,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed3_P5_pl20.xlsx,many-medium,soft12,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed3_P5_pl20.xlsx,many-medium,soft,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed3_P5_pl20.xlsx,many-medium,medium,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed3_P5_pl20.xlsx,many-medium,hard,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed4_P5_pl20.xlsx,many-medium,soft12,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed4_P5_pl20.xlsx,many-medium,soft,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed4_P5_pl20.xlsx,many-medium,medium,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed4_P5_pl20.xlsx,many-medium,hard,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed4_P5_pl20.xlsx,many-medium,soft12,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed4_P5_pl20.xlsx,many-medium,soft,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed4_P5_pl20.xlsx,many-medium,medium,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed4_P5_pl20.xlsx,many-medium,hard,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed4_P5_pl20.xlsx,many-medium,soft12,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed4_P5_pl20.xlsx,many-medium,soft,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed4_P5_pl20.xlsx,many-medium,medium,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed4_P5_pl20.xlsx,many-medium,hard,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed5_P5_pl20.xlsx,many-medium,soft12,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed5_P5_pl20.xlsx,many-medium,soft,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed5_P5_pl20.xlsx,many-medium,medium,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed5_P5_pl20.xlsx,many-medium,hard,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed5_P5_pl20.xlsx,many-medium,soft12,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed5_P5_pl20.xlsx,many-medium,soft,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed5_P5_pl20.xlsx,many-medium,medium,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed5_P5_pl20.xlsx,many-medium,hard,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed5_P5_pl20.xlsx,many-medium,soft12,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed5_P5_pl20.xlsx,many-medium,soft,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed5_P5_pl20.xlsx,many-medium,medium,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed5_P5_pl20.xlsx,many-medium,hard,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed6_P5_pl20.xlsx,many-medium,soft12,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed6_P5_pl20.xlsx,many-medium,soft,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed6_P5_pl20.xlsx,many-medium,medium,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed6_P5_pl20.xlsx,many-medium,hard,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed6_P5_pl20.xlsx,many-medium,soft12,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed6_P5_pl20.xlsx,many-medium,soft,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed6_P5_pl20.xlsx,many-medium,medium,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed6_P5_pl20.xlsx,many-medium,hard,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed6_P5_pl20.xlsx,many-medium,soft12,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed6_P5_pl20.xlsx,many-medium,soft,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed6_P5_pl20.xlsx,many-medium,medium,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed6_P5_pl20.xlsx,many-medium,hard,feasible,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed7_P5_pl20.xlsx,many-medium,soft12,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed7_P5_pl20.xlsx,many-medium,soft,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed7_P5_pl20.xlsx,many-medium,medium,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed7_P5_pl20.xlsx,many-medium,hard,base,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed7_P5_pl20.xlsx,many-medium,soft12,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed7_P5_pl20.xlsx,many-medium,soft,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
scn_many-medium_seed7_P5_pl20.xlsx,many-medium,medium,fast,,error,read_case_single_sheet() got an unexpected keyword argument 'positions',error,,,,,,,,,,,,,
