scenario;mode;preset;status;termination;solve_time_s;mipgap;best_bound;objective;Tmax;client_delay_sum;viol_C_sum;client_switches;positions_slack_used;switches_slot_sum;presence_sum;idle_sum;n_jobs;n_planes;n_clients;n_positions;H
scn_few-loose_seed3_P3_pl5.xlsx;soft;feasible;ok;optimal;0.401;;256.88;256.88;21.879.999.999.999.900;0.0;0.0;;;0.0;0.0;235.0;8;5;3;5;36.841
scn_few-loose_seed3_P3_pl5.xlsx;medium;base;ok;optimal;0.339;;256.88;256.88;21.879.999.999.999.900;0.0;0.0;0.0;;0.0;0.0;235.0;8;5;3;5;36.841
scn_few-loose_seed3_P3_pl5.xlsx;medium;fast;ok;optimal;0.478;;256.88;256.88;21.879.999.999.999.900;0.0;0.0;0.0;;0.0;0.0;235.0;8;5;3;5;36.841
scn_few-loose_seed3_P3_pl5.xlsx;medium;feasible;ok;optimal;0.484;;256.88;256.88;21.879.999.999.999.900;0.0;0.0;0.0;;0.0;0.0;235.0;8;5;3;5;36.841
scn_few-loose_seed3_P3_pl5.xlsx;hard;base;ok;optimal;0.521;;256.88;256.88;21.879.999.999.999.900;0.0;0.0;0.0;0.0;0.0;0.0;235.0;8;5;3;5;36.841
scn_few-loose_seed3_P3_pl5.xlsx;hard;fast;ok;optimal;0.473;;256.88;256.88;21.879.999.999.999.900;0.0;0.0;0.0;0.0;0.0;0.0;235.0;8;5;3;5;36.841
scn_few-loose_seed3_P3_pl5.xlsx;hard;feasible;ok;optimal;0.454;;256.88;256.88;21.879.999.999.999.900;0.0;0.0;0.0;0.0;0.0;0.0;235.0;8;5;3;5;36.841
scn_few-loose_seed4_P3_pl5.xlsx;soft12;base;ok;optimal;1.242;;361.45;361.45;36.45;0.0;0.0;;;0.0;0.0;325.0;10;5;3;5;54.748
scn_few-loose_seed4_P3_pl5.xlsx;soft12;fast;ok;optimal;0.776;;361.45;361.45;36.45;0.0;0.0;;;0.0;0.0;325.0;10;5;3;5;54.748
scn_few-loose_seed4_P3_pl5.xlsx;soft12;feasible;ok;optimal;0.741;;361.45;361.45;36.45;0.0;0.0;;;0.0;0.0;325.0;10;5;3;5;54.748
scn_few-loose_seed4_P3_pl5.xlsx;soft;base;ok;optimal;0.518;;361.45;361.45;36.45;0.0;0.0;;;0.0;0.0;325.0;10;5;3;5;54.748
scn_few-loose_seed4_P3_pl5.xlsx;soft;fast;ok;optimal;0.514;;361.45;361.45;36.45;0.0;0.0;;;0.0;0.0;325.0;10;5;3;5;54.748
scn_few-loose_seed4_P3_pl5.xlsx;soft;feasible;ok;optimal;0.55;;361.45;361.45;36.45;0.0;0.0;;;0.0;0.0;325.0;10;5;3;5;54.748
scn_few-loose_seed4_P3_pl5.xlsx;medium;base;ok;optimal;0.477;;361.45;361.45;36.45;0.0;0.0;0.0;;0.0;0.0;325.0;10;5;3;5;54.748
scn_few-loose_seed4_P3_pl5.xlsx;medium;fast;ok;optimal;0.653;;361.45;361.45;36.45;0.0;0.0;0.0;;0.0;0.0;325.0;10;5;3;5;54.748
scn_few-loose_seed4_P3_pl5.xlsx;medium;feasible;ok;optimal;0.613;;361.45;361.45;36.45;0.0;0.0;0.0;;0.0;0.0;325.0;10;5;3;5;54.748
scn_few-loose_seed4_P3_pl5.xlsx;hard;base;ok;optimal;0.641;;361.45;361.45;36.45;0.0;0.0;0.0;0.0;0.0;0.0;325.0;10;5;3;5;54.748
scn_few-loose_seed4_P3_pl5.xlsx;hard;fast;ok;optimal;0.648;;361.45;361.45;36.45;0.0;0.0;0.0;0.0;0.0;0.0;325.0;10;5;3;5;54.748
scn_few-loose_seed4_P3_pl5.xlsx;hard;feasible;ok;optimal;0.659;;361.45;361.45;36.45;0.0;0.0;0.0;0.0;0.0;0.0;325.0;10;5;3;5;54.748
scn_few-loose_seed5_P3_pl5.xlsx;soft12;base;ok;optimal;0.402;;342.08;342.08;32.08;0.0;0.0;;;0.0;0.0;310.0;9;5;3;5;51.623
scn_few-loose_seed5_P3_pl5.xlsx;soft12;fast;ok;optimal;0.586;;342.08;342.08;32.08;0.0;0.0;;;0.0;0.0;310.0;9;5;3;5;51.623
scn_few-loose_seed5_P3_pl5.xlsx;soft12;feasible;ok;optimal;0.619;;342.08;342.08;32.08;0.0;0.0;;;0.0;0.0;310.0;9;5;3;5;51.623
scn_few-loose_seed5_P3_pl5.xlsx;soft;base;ok;optimal;0.403;;342.08;342.08;32.08;0.0;0.0;;;0.0;0.0;310.0;9;5;3;5;51.623
scn_few-loose_seed5_P3_pl5.xlsx;soft;fast;ok;optimal;0.581;;342.08;342.08;32.08;0.0;0.0;;;0.0;0.0;310.0;9;5;3;5;51.623
scn_few-loose_seed5_P3_pl5.xlsx;soft;feasible;ok;optimal;0.58;;342.08;342.08;32.08;0.0;0.0;;;0.0;0.0;310.0;9;5;3;5;51.623
scn_few-loose_seed5_P3_pl5.xlsx;medium;base;ok;optimal;0.436;;342.08;342.08;32.08;0.0;0.0;0.0;;0.0;0.0;310.0;9;5;3;5;51.623
scn_few-loose_seed5_P3_pl5.xlsx;medium;fast;ok;optimal;0.645;;342.08;342.08;32.08;0.0;0.0;0.0;;0.0;0.0;310.0;9;5;3;5;51.623
scn_few-loose_seed5_P3_pl5.xlsx;medium;feasible;ok;optimal;0.671;;342.08;342.08;32.08;0.0;0.0;0.0;;0.0;0.0;310.0;9;5;3;5;51.623
scn_few-loose_seed5_P3_pl5.xlsx;hard;base;ok;optimal;0.441;;342.08;342.08;32.08;0.0;0.0;0.0;0.0;0.0;0.0;310.0;9;5;3;5;51.623
scn_few-loose_seed5_P3_pl5.xlsx;hard;fast;ok;optimal;0.618;;342.08;342.08;32.08;0.0;0.0;0.0;0.0;0.0;0.0;310.0;9;5;3;5;51.623
scn_few-loose_seed5_P3_pl5.xlsx;hard;feasible;ok;optimal;0.609;;342.08;342.08;32.08;0.0;0.0;0.0;0.0;0.0;0.0;310.0;9;5;3;5;51.623
scn_few-loose_seed6_P3_pl5.xlsx;soft12;base;ok;optimal;0.511;;387.32;387.32;37.32;0.0;0.0;;;0.0;0.0;350.0;11;5;3;5;59.941
scn_few-loose_seed6_P3_pl5.xlsx;soft12;fast;ok;optimal;0.651;;387.32;387.32;37.32;0.0;0.0;;;0.0;0.0;350.0;11;5;3;5;59.941
scn_few-loose_seed6_P3_pl5.xlsx;soft12;feasible;ok;optimal;0.713;;387.32;387.32;37.32;0.0;0.0;;;0.0;0.0;350.0;11;5;3;5;59.941
scn_few-loose_seed6_P3_pl5.xlsx;soft;base;ok;optimal;0.598;;387.32;387.32;37.32;0.0;0.0;;;0.0;0.0;350.0;11;5;3;5;59.941
scn_few-loose_seed6_P3_pl5.xlsx;soft;fast;ok;optimal;0.652;;387.32;387.32;37.32;0.0;0.0;;;0.0;0.0;350.0;11;5;3;5;59.941
scn_few-loose_seed6_P3_pl5.xlsx;soft;feasible;ok;optimal;0.629;;387.32;387.32;37.32;0.0;0.0;;;0.0;0.0;350.0;11;5;3;5;59.941
scn_few-loose_seed6_P3_pl5.xlsx;medium;base;ok;optimal;0.551;;387.32;387.32;37.32;0.0;0.0;0.0;;0.0;0.0;350.0;11;5;3;5;59.941
scn_few-loose_seed6_P3_pl5.xlsx;medium;fast;ok;optimal;0.717;;387.32;387.32;37.32;0.0;0.0;0.0;;0.0;0.0;350.0;11;5;3;5;59.941
scn_few-loose_seed6_P3_pl5.xlsx;medium;feasible;ok;optimal;0.765;;387.32;387.32;37.32;0.0;0.0;0.0;;0.0;0.0;350.0;11;5;3;5;59.941
scn_few-loose_seed6_P3_pl5.xlsx;hard;base;ok;optimal;0.653;;387.32;387.32;37.32;0.0;0.0;0.0;0.0;0.0;0.0;350.0;11;5;3;5;59.941
scn_few-loose_seed6_P3_pl5.xlsx;hard;fast;ok;optimal;1.114;;387.32;387.32;37.32;0.0;0.0;0.0;0.0;0.0;0.0;350.0;11;5;3;5;59.941
scn_few-loose_seed6_P3_pl5.xlsx;hard;feasible;ok;optimal;0.699;;387.32;387.32;37.32;0.0;0.0;0.0;0.0;0.0;0.0;350.0;11;5;3;5;59.941
scn_few-loose_seed7_P3_pl5.xlsx;soft12;base;ok;optimal;0.481;;341.85;341.85;31.85;0.0;0.0;;;0.0;0.0;310.0;11;5;3;5;51.671
scn_few-loose_seed7_P3_pl5.xlsx;soft12;fast;ok;optimal;0.6;;341.85;341.85;31.85;0.0;0.0;;;0.0;0.0;310.0;11;5;3;5;51.671
scn_few-loose_seed7_P3_pl5.xlsx;soft12;feasible;ok;optimal;0.57;;341.85;341.85;31.85;0.0;0.0;;;0.0;0.0;310.0;11;5;3;5;51.671
scn_few-loose_seed7_P3_pl5.xlsx;soft;base;ok;optimal;0.451;;341.85;341.85;31.85;0.0;0.0;;;0.0;0.0;310.0;11;5;3;5;51.671
scn_few-loose_seed7_P3_pl5.xlsx;soft;fast;ok;optimal;0.531;;341.85;341.85;31.85;0.0;0.0;;;0.0;0.0;310.0;11;5;3;5;51.671
scn_few-loose_seed7_P3_pl5.xlsx;soft;feasible;ok;optimal;0.542;;341.85;341.85;31.85;0.0;0.0;;;0.0;0.0;310.0;11;5;3;5;51.671
scn_few-loose_seed7_P3_pl5.xlsx;medium;base;ok;optimal;0.639;;341.85;341.85;31.85;0.0;0.0;0.0;;0.0;0.0;310.0;11;5;3;5;51.671
scn_few-loose_seed7_P3_pl5.xlsx;medium;fast;ok;optimal;0.586;;341.85;341.85;31.85;0.0;0.0;0.0;;0.0;0.0;310.0;11;5;3;5;51.671
scn_few-loose_seed7_P3_pl5.xlsx;medium;feasible;ok;optimal;0.654;;341.85;341.85;31.85;0.0;0.0;0.0;;0.0;0.0;310.0;11;5;3;5;51.671
scn_few-loose_seed7_P3_pl5.xlsx;hard;base;ok;optimal;0.522;;341.85;341.85;31.85;0.0;0.0;0.0;0.0;0.0;0.0;310.0;11;5;3;5;51.671
scn_few-loose_seed7_P3_pl5.xlsx;hard;fast;ok;optimal;0.755;;341.85;341.85;31.85;0.0;0.0;0.0;0.0;0.0;0.0;310.0;11;5;3;5;51.671
scn_few-loose_seed7_P3_pl5.xlsx;hard;feasible;ok;optimal;0.802;;341.85;341.85;31.85;0.0;0.0;0.0;0.0;0.0;0.0;310.0;11;5;3;5;51.671
scn_few-loose_seed8_P3_pl5.xlsx;soft12;base;ok;optimal;0.372;;315.55;315.55;25.55;0.0;0.0;;;0.0;0.0;290.0;9;5;3;5;47.597
scn_few-loose_seed8_P3_pl5.xlsx;soft12;fast;ok;optimal;0.464;;315.55;315.55;25.55;0.0;0.0;;;0.0;0.0;290.0;9;5;3;5;47.597
scn_few-loose_seed8_P3_pl5.xlsx;soft12;feasible;ok;optimal;0.48;;315.55;315.55;25.55;0.0;0.0;;;0.0;0.0;290.0;9;5;3;5;47.597
scn_few-loose_seed8_P3_pl5.xlsx;soft;base;ok;optimal;0.379;;315.55;315.55;25.55;0.0;0.0;;;0.0;0.0;290.0;9;5;3;5;47.597
scn_few-loose_seed8_P3_pl5.xlsx;soft;fast;ok;optimal;0.482;;315.55;315.55;25.55;0.0;0.0;;;0.0;0.0;290.0;9;5;3;5;47.597
scn_few-loose_seed8_P3_pl5.xlsx;soft;feasible;ok;optimal;0.489;;315.55;315.55;25.55;0.0;0.0;;;0.0;0.0;290.0;9;5;3;5;47.597
scn_few-loose_seed8_P3_pl5.xlsx;medium;base;ok;optimal;0.39;;315.55;315.55;25.55;0.0;0.0;0.0;;0.0;0.0;290.0;9;5;3;5;47.597
scn_few-loose_seed8_P3_pl5.xlsx;medium;fast;ok;optimal;0.533;;315.55;315.55;25.55;0.0;0.0;0.0;;0.0;0.0;290.0;9;5;3;5;47.597
scn_few-loose_seed8_P3_pl5.xlsx;medium;feasible;ok;optimal;0.502;;315.55;315.55;25.55;0.0;0.0;0.0;;0.0;0.0;290.0;9;5;3;5;47.597
scn_few-loose_seed8_P3_pl5.xlsx;hard;base;ok;optimal;0.44;;315.55;315.55;25.55;0.0;0.0;0.0;0.0;0.0;0.0;290.0;9;5;3;5;47.597
scn_few-loose_seed8_P3_pl5.xlsx;hard;fast;ok;optimal;0.544;;315.55;315.55;25.55;0.0;0.0;0.0;0.0;0.0;0.0;290.0;9;5;3;5;47.597
scn_few-loose_seed8_P3_pl5.xlsx;hard;feasible;ok;optimal;0.5;;315.55;315.55;25.55;0.0;0.0;0.0;0.0;0.0;0.0;290.0;9;5;3;5;47.597
scn_few-loose_seed9_P3_pl5.xlsx;soft12;base;ok;optimal;0.528;;393.632;393.632;43.632.000.000.000.000;0.0;0.0;;;0.0;0.0;350.0;12;5;3;5;59.92
scn_few-loose_seed9_P3_pl5.xlsx;soft12;fast;ok;optimal;0.61;;393.632;393.632;43.632.000.000.000.000;0.0;0.0;;;0.0;0.0;350.0;12;5;3;5;59.92
scn_few-loose_seed9_P3_pl5.xlsx;soft12;feasible;ok;optimal;0.617;;393.632;393.632;43.632.000.000.000.000;0.0;0.0;;;0.0;0.0;350.0;12;5;3;5;59.92
scn_few-loose_seed9_P3_pl5.xlsx;soft;base;ok;optimal;0.531;;393.632;393.632;43.632.000.000.000.000;0.0;0.0;;;0.0;0.0;350.0;12;5;3;5;59.92
scn_few-loose_seed9_P3_pl5.xlsx;soft;fast;ok;optimal;0.675;;393.632;393.632;43.632.000.000.000.000;0.0;0.0;;;0.0;0.0;350.0;12;5;3;5;59.92
scn_few-loose_seed9_P3_pl5.xlsx;soft;feasible;ok;optimal;0.628;;393.632;393.632;43.632.000.000.000.000;0.0;0.0;;;0.0;0.0;350.0;12;5;3;5;59.92
scn_few-loose_seed9_P3_pl5.xlsx;medium;base;ok;optimal;0.571;;393.632;393.632;43.632.000.000.000.000;0.0;0.0;0.0;;0.0;0.0;350.0;12;5;3;5;59.92
scn_few-loose_seed9_P3_pl5.xlsx;medium;fast;ok;optimal;0.651;;393.632;393.632;43.632.000.000.000.000;0.0;0.0;0.0;;0.0;0.0;350.0;12;5;3;5;59.92
scn_few-loose_seed9_P3_pl5.xlsx;medium;feasible;ok;optimal;0.655;;393.632;393.632;43.632.000.000.000.000;0.0;0.0;0.0;;0.0;0.0;350.0;12;5;3;5;59.92
scn_few-loose_seed9_P3_pl5.xlsx;hard;base;ok;optimal;0.609;;393.632;393.632;43.632.000.000.000.000;0.0;0.0;0.0;0.0;0.0;0.0;350.0;12;5;3;5;59.92
scn_few-loose_seed9_P3_pl5.xlsx;hard;fast;ok;optimal;0.855;;393.632;393.632;43.632.000.000.000.000;0.0;0.0;0.0;0.0;0.0;0.0;350.0;12;5;3;5;59.92
scn_few-loose_seed9_P3_pl5.xlsx;hard;feasible;ok;optimal;1.114;;393.632;393.632;43.632.000.000.000.000;0.0;0.0;0.0;0.0;0.0;0.0;350.0;12;5;3;5;59.92
scn_few-tight_seed10_P2_pl5.xlsx;soft12;base;ok;optimal;1.786;;700.604;700.604;105.604;0.0;0.0;;;0.0;0.0;595.0;19;5;3;5;108.371
scn_few-tight_seed10_P2_pl5.xlsx;soft12;fast;ok;optimal;1.601;;700.604;700.604;105.604;0.0;0.0;;;0.0;0.0;595.0;19;5;3;5;108.371
scn_few-tight_seed10_P2_pl5.xlsx;soft12;feasible;ok;optimal;1.472;;700.604;700.604;105.604;0.0;0.0;;;0.0;0.0;595.0;19;5;3;5;108.371
scn_few-tight_seed10_P2_pl5.xlsx;soft;base;ok;optimal;1.133;;700.604;700.604;105.604;0.0;0.0;;;0.0;0.0;595.0;19;5;3;5;108.371
scn_few-tight_seed10_P2_pl5.xlsx;soft;fast;ok;optimal;1.203;;700.604;700.604;105.604;0.0;0.0;;;0.0;0.0;595.0;19;5;3;5;108.371
scn_few-tight_seed10_P2_pl5.xlsx;soft;feasible;ok;optimal;1.248;;700.604;700.604;105.604;0.0;0.0;;;0.0;0.0;595.0;19;5;3;5;108.371
scn_few-tight_seed10_P2_pl5.xlsx;medium;base;ok;optimal;1.151;;700.604;700.604;105.604;0.0;0.0;0.0;;0.0;0.0;595.0;19;5;3;5;108.371
scn_few-tight_seed10_P2_pl5.xlsx;medium;fast;ok;optimal;1.33;;700.604;700.604;105.604;0.0;0.0;0.0;;0.0;0.0;595.0;19;5;3;5;108.371
scn_few-tight_seed10_P2_pl5.xlsx;medium;feasible;ok;optimal;1.377;;700.604;700.604;105.604;0.0;0.0;0.0;;0.0;0.0;595.0;19;5;3;5;108.371
scn_few-tight_seed10_P2_pl5.xlsx;hard;base;ok;optimal;1.206;;700.604;700.604;105.604;0.0;0.0;0.0;0.0;0.0;0.0;595.0;19;5;3;5;108.371
scn_few-tight_seed10_P2_pl5.xlsx;hard;fast;ok;optimal;1.349;;700.604;700.604;105.604;0.0;0.0;0.0;0.0;0.0;0.0;595.0;19;5;3;5;108.371
scn_few-tight_seed10_P2_pl5.xlsx;hard;feasible;ok;optimal;1.315;;700.604;700.604;105.604;0.0;0.0;0.0;0.0;0.0;0.0;595.0;19;5;3;5;108.371
scn_few-tight_seed11_P2_pl5.xlsx;soft12;base;ok;optimal;0.813;;677.345;677.345;102.345;0.0;0.0;;;0.0;575.0;0.0;15;5;3;5;104.659
scn_few-tight_seed11_P2_pl5.xlsx;soft12;fast;ok;optimal;0.88;;677.345;677.345;102.345;0.0;0.0;;;0.0;575.0;0.0;15;5;3;5;104.659
scn_few-tight_seed11_P2_pl5.xlsx;soft12;feasible;ok;optimal;1.261;;677.345;677.345;102.345;0.0;0.0;;;0.0;575.0;0.0;15;5;3;5;104.659
scn_few-tight_seed11_P2_pl5.xlsx;soft;base;ok;optimal;0.812;;677.345;677.345;102.345;0.0;0.0;;;0.0;575.0;0.0;15;5;3;5;104.659
scn_few-tight_seed11_P2_pl5.xlsx;soft;fast;ok;optimal;0.936;;677.345;677.345;102.345;0.0;0.0;;;0.0;575.0;0.0;15;5;3;5;104.659
scn_few-tight_seed11_P2_pl5.xlsx;soft;feasible;ok;optimal;0.878;;677.345;677.345;102.345;0.0;0.0;;;0.0;575.0;0.0;15;5;3;5;104.659
scn_few-tight_seed11_P2_pl5.xlsx;medium;base;ok;optimal;1.006;;677.345;677.345;102.345;0.0;0.0;0.0;;0.0;0.0;575.0;15;5;3;5;104.659
scn_few-tight_seed11_P2_pl5.xlsx;medium;fast;ok;optimal;1.087;;677.345;677.345;102.345;0.0;0.0;0.0;;0.0;0.0;575.0;15;5;3;5;104.659
scn_few-tight_seed11_P2_pl5.xlsx;medium;feasible;ok;optimal;1.037;;677.345;677.345;102.345;0.0;0.0;0.0;;0.0;0.0;575.0;15;5;3;5;104.659
scn_few-tight_seed11_P2_pl5.xlsx;hard;base;ok;optimal;0.957;;677.345;677.345;102.345;0.0;0.0;0.0;0.0;0.0;0.0;575.0;15;5;3;5;104.659
scn_few-tight_seed11_P2_pl5.xlsx;hard;fast;ok;optimal;1.039;;677.345;677.345;102.345;0.0;0.0;0.0;0.0;0.0;0.0;575.0;15;5;3;5;104.659
scn_few-tight_seed11_P2_pl5.xlsx;hard;feasible;ok;optimal;1.045;;677.345;677.345;102.345;0.0;0.0;0.0;0.0;0.0;0.0;575.0;15;5;3;5;104.659
scn_few-tight_seed12_P2_pl5.xlsx;soft12;base;ok;optimal;0.831;;634.729;634.729;94.729;0.0;0.0;;;0.0;540.0;0.0;15;5;3;5;97.301
scn_few-tight_seed12_P2_pl5.xlsx;soft12;fast;ok;optimal;0.857;;634.729;634.729;94.729;0.0;0.0;;;0.0;540.0;0.0;15;5;3;5;97.301
scn_few-tight_seed12_P2_pl5.xlsx;soft12;feasible;ok;optimal;0.841;;634.729;634.729;94.729;0.0;0.0;;;0.0;540.0;0.0;15;5;3;5;97.301
scn_few-tight_seed12_P2_pl5.xlsx;soft;base;ok;optimal;0.774;;634.729;634.729;94.729;0.0;0.0;;;0.0;540.0;0.0;15;5;3;5;97.301
scn_few-tight_seed12_P2_pl5.xlsx;soft;fast;ok;optimal;0.852;;634.729;634.729;94.729;0.0;0.0;;;0.0;540.0;0.0;15;5;3;5;97.301
scn_few-tight_seed12_P2_pl5.xlsx;soft;feasible;ok;optimal;0.937;;634.729;634.729;94.729;0.0;0.0;;;0.0;540.0;0.0;15;5;3;5;97.301
scn_few-tight_seed12_P2_pl5.xlsx;medium;base;ok;optimal;0.873;;634.729;634.729;94.729;0.0;0.0;0.0;;0.0;0.0;540.0;15;5;3;5;97.301
scn_few-tight_seed12_P2_pl5.xlsx;medium;fast;ok;optimal;0.917;;634.729;634.729;94.729;0.0;0.0;0.0;;0.0;0.0;540.0;15;5;3;5;97.301
scn_few-tight_seed12_P2_pl5.xlsx;medium;feasible;ok;optimal;0.928;;634.729;634.729;94.729;0.0;0.0;0.0;;0.0;0.0;540.0;15;5;3;5;97.301
scn_few-tight_seed12_P2_pl5.xlsx;hard;base;ok;optimal;0.82;;634.729;634.729;94.729;0.0;0.0;0.0;0.0;0.0;0.0;540.0;15;5;3;5;97.301
scn_few-tight_seed12_P2_pl5.xlsx;hard;fast;ok;optimal;1.489;;634.729;634.729;94.729;0.0;0.0;0.0;0.0;0.0;0.0;540.0;15;5;3;5;97.301
scn_few-tight_seed12_P2_pl5.xlsx;hard;feasible;ok;optimal;1.374;;634.729;634.729;94.729;0.0;0.0;0.0;0.0;0.0;0.0;540.0;15;5;3;5;97.301
scn_few-tight_seed1_P2_pl5.xlsx;soft12;base;ok;optimal;0.919;;6.100.699.999.999.990;6.100.699.999.999.990;9.007.000.000.000.000;0.0;0.0;;;0.0;520.0;0.0;14;5;3;5;93.703
scn_few-tight_seed1_P2_pl5.xlsx;soft12;fast;ok;optimal;0.829;;6.100.699.999.999.990;6.100.699.999.999.990;9.007.000.000.000.000;0.0;0.0;;;0.0;520.0;0.0;14;5;3;5;93.703
scn_few-tight_seed1_P2_pl5.xlsx;soft12;feasible;ok;optimal;0.796;;6.100.699.999.999.990;6.100.699.999.999.990;9.007.000.000.000.000;0.0;0.0;;;0.0;520.0;0.0;14;5;3;5;93.703
scn_few-tight_seed1_P2_pl5.xlsx;soft;base;ok;optimal;0.911;;6.100.699.999.999.990;6.100.699.999.999.990;9.007.000.000.000.000;0.0;0.0;;;0.0;520.0;0.0;14;5;3;5;93.703
scn_few-tight_seed1_P2_pl5.xlsx;soft;fast;ok;optimal;1.233;;6.100.699.999.999.990;6.100.699.999.999.990;9.007.000.000.000.000;0.0;0.0;;;0.0;520.0;0.0;14;5;3;5;93.703
scn_few-tight_seed1_P2_pl5.xlsx;soft;feasible;ok;optimal;0.879;;6.100.699.999.999.990;6.100.699.999.999.990;9.007.000.000.000.000;0.0;0.0;;;0.0;520.0;0.0;14;5;3;5;93.703
scn_few-tight_seed1_P2_pl5.xlsx;medium;base;ok;optimal;0.921;;6.100.699.999.999.990;6.100.699.999.999.990;9.007.000.000.000.000;0.0;0.0;0.0;;0.0;0.0;520.0;14;5;3;5;93.703
scn_few-tight_seed1_P2_pl5.xlsx;medium;fast;ok;optimal;0.833;;6.100.699.999.999.990;6.100.699.999.999.990;9.007.000.000.000.000;0.0;0.0;0.0;;0.0;0.0;520.0;14;5;3;5;93.703
scn_few-tight_seed1_P2_pl5.xlsx;medium;feasible;ok;optimal;0.866;;6.100.699.999.999.990;6.100.699.999.999.990;9.007.000.000.000.000;0.0;0.0;0.0;;0.0;0.0;520.0;14;5;3;5;93.703
scn_few-tight_seed1_P2_pl5.xlsx;hard;base;ok;optimal;0.847;;6.100.699.999.999.990;6.100.699.999.999.990;9.007.000.000.000.000;0.0;0.0;0.0;0.0;0.0;0.0;520.0;14;5;3;5;93.703
scn_few-tight_seed1_P2_pl5.xlsx;hard;fast;ok;optimal;0.934;;6.100.699.999.999.990;6.100.699.999.999.990;9.007.000.000.000.000;0.0;0.0;0.0;0.0;0.0;0.0;520.0;14;5;3;5;93.703
scn_few-tight_seed1_P2_pl5.xlsx;hard;feasible;ok;optimal;1.0;;6.100.699.999.999.990;6.100.699.999.999.990;9.007.000.000.000.000;0.0;0.0;0.0;0.0;0.0;0.0;520.0;14;5;3;5;93.703
scn_few-tight_seed2_P2_pl5.xlsx;soft12;base;ok;optimal;0.924;;646.822;646.822;96.822;0.0;0.0;;;0.0;0.0;550.0;16;5;3;5;99.328
scn_few-tight_seed2_P2_pl5.xlsx;soft12;fast;ok;optimal;0.983;;646.822;646.822;96.822;0.0;0.0;;;0.0;0.0;550.0;16;5;3;5;99.328
scn_few-tight_seed2_P2_pl5.xlsx;soft12;feasible;ok;optimal;1.212;;646.822;646.822;96.822;0.0;0.0;;;0.0;0.0;550.0;16;5;3;5;99.328
scn_few-tight_seed2_P2_pl5.xlsx;soft;base;ok;optimal;1.098;;646.822;646.822;96.822;0.0;0.0;;;0.0;0.0;550.0;16;5;3;5;99.328
scn_few-tight_seed2_P2_pl5.xlsx;soft;fast;ok;optimal;1.073;;646.822;646.822;96.822;0.0;0.0;;;0.0;0.0;550.0;16;5;3;5;99.328
scn_few-tight_seed2_P2_pl5.xlsx;soft;feasible;ok;optimal;1.086;;646.822;646.822;96.822;0.0;0.0;;;0.0;0.0;550.0;16;5;3;5;99.328
scn_few-tight_seed2_P2_pl5.xlsx;medium;base;ok;optimal;1.387;;646.822;646.822;96.822;0.0;0.0;0.0;;0.0;0.0;550.0;16;5;3;5;99.328
scn_few-tight_seed2_P2_pl5.xlsx;medium;fast;ok;optimal;1.002;;646.822;646.822;96.822;0.0;0.0;0.0;;0.0;0.0;550.0;16;5;3;5;99.328
scn_few-tight_seed2_P2_pl5.xlsx;medium;feasible;ok;optimal;1.124;;646.822;646.822;96.822;0.0;0.0;0.0;;0.0;0.0;550.0;16;5;3;5;99.328
scn_few-tight_seed2_P2_pl5.xlsx;hard;base;ok;optimal;1.115;;646.822;646.822;96.822;0.0;0.0;0.0;0.0;0.0;0.0;550.0;16;5;3;5;99.328
scn_few-tight_seed2_P2_pl5.xlsx;hard;fast;ok;optimal;1.521;;646.822;646.822;96.822;0.0;0.0;0.0;0.0;0.0;0.0;550.0;16;5;3;5;99.328
scn_few-tight_seed2_P2_pl5.xlsx;hard;feasible;ok;optimal;1.513;;646.822;646.822;96.822;0.0;0.0;0.0;0.0;0.0;0.0;550.0;16;5;3;5;99.328
scn_few-tight_seed3_P2_pl5.xlsx;soft12;base;ok;optimal;0.846;;502.932;502.932;72.932;0.0;0.0;;;0.0;430.0;0.0;13;5;3;5;75.761
scn_few-tight_seed3_P2_pl5.xlsx;soft12;fast;ok;optimal;0.69;;502.932;502.932;72.932;0.0;0.0;;;0.0;430.0;0.0;13;5;3;5;75.761
scn_few-tight_seed3_P2_pl5.xlsx;soft12;feasible;ok;optimal;0.822;;502.932;502.932;72.932;0.0;0.0;;;0.0;430.0;0.0;13;5;3;5;75.761
scn_few-tight_seed3_P2_pl5.xlsx;soft;base;ok;optimal;0.627;;502.932;502.932;72.932;0.0;0.0;;;0.0;430.0;0.0;13;5;3;5;75.761
scn_few-tight_seed3_P2_pl5.xlsx;soft;fast;ok;optimal;0.698;;502.932;502.932;72.932;0.0;0.0;;;0.0;430.0;0.0;13;5;3;5;75.761
scn_few-tight_seed3_P2_pl5.xlsx;soft;feasible;ok;optimal;0.737;;502.932;502.932;72.932;0.0;0.0;;;0.0;430.0;0.0;13;5;3;5;75.761
scn_few-tight_seed3_P2_pl5.xlsx;medium;base;ok;optimal;0.655;;502.932;502.932;72.932;0.0;0.0;0.0;;0.0;0.0;430.0;13;5;3;5;75.761
scn_few-tight_seed3_P2_pl5.xlsx;medium;fast;ok;optimal;0.996;;502.932;502.932;72.932;0.0;0.0;0.0;;0.0;0.0;430.0;13;5;3;5;75.761
scn_few-tight_seed3_P2_pl5.xlsx;medium;feasible;ok;optimal;0.938;;502.932;502.932;72.932;0.0;0.0;0.0;;0.0;0.0;430.0;13;5;3;5;75.761
