scenario;mode;preset;status;termination;solve_time_s;mipgap;best_bound;objective;Tmax;client_delay_sum;viol_C_sum;client_switches;positions_slack_used;switches_slot_sum;presence_sum;idle_sum;n_jobs;n_planes;n_clients;n_positions;H;n_vars;n_cons;n_bin
scn_heavy-tight_seed7_P4_pl30.xlsx;medium;base;ERROR;Cannot load a SolverResults object with bad status: aborted;;;;;;;;;;;;;;;;;;;;
scn_heavy-tight_seed7_P4_pl30.xlsx;hard;base;ERROR;Cannot load a SolverResults object with bad status: aborted;;;;;;;;;;;;;;;;;;;;
scn_heavy-tight_seed8_P4_pl30.xlsx;soft12;base;ERROR;Cannot load a SolverResults object with bad status: aborted;;;;;;;;;;;;;;;;;;;;
scn_heavy-tight_seed8_P4_pl30.xlsx;soft;base;ERROR;Cannot load a SolverResults object with bad status: aborted;;;;;;;;;;;;;;;;;;;;
scn_heavy-tight_seed8_P4_pl30.xlsx;medium;base;ERROR;Cannot load a SolverResults object with bad status: aborted;;;;;;;;;;;;;;;;;;;;
scn_heavy-tight_seed8_P4_pl30.xlsx;hard;base;ERROR;Cannot load a SolverResults object with bad status: aborted;;;;;;;;;;;;;;;;;;;;
scn_many-medium_seed10_P5_pl20.xlsx;soft12;base;ERROR;Cannot load a SolverResults object with bad status: aborted;;;;;;;;;;;;;;;;;;;;
scn_many-medium_seed10_P5_pl20.xlsx;soft;base;ERROR;Cannot load a SolverResults object with bad status: aborted;;;;;;;;;;;;;;;;;;;;
scn_many-medium_seed10_P5_pl20.xlsx;medium;base;ERROR;Cannot load a SolverResults object with bad status: aborted;;;;;;;;;;;;;;;;;;;;
scn_many-medium_seed10_P5_pl20.xlsx;hard;base;ERROR;Cannot load a SolverResults object with bad status: aborted;;;;;;;;;;;;;;;;;;;;
scn_many-medium_seed11_P5_pl20.xlsx;soft12;base;ERROR;Cannot load a SolverResults object with bad status: aborted;;;;;;;;;;;;;;;;;;;;
scn_many-medium_seed11_P5_pl20.xlsx;soft;base;ERROR;Cannot load a SolverResults object with bad status: aborted;;;;;;;;;;;;;;;;;;;;
scn_many-medium_seed11_P5_pl20.xlsx;medium;base;ERROR;Cannot load a SolverResults object with bad status: aborted;;;;;;;;;;;;;;;;;;;;
scn_many-medium_seed11_P5_pl20.xlsx;hard;base;ERROR;Cannot load a SolverResults object with bad status: aborted;;;;;;;;;;;;;;;;;;;;
scn_many-medium_seed12_P5_pl20.xlsx;soft12;base;ERROR;Cannot load a SolverResults object with bad status: aborted;;;;;;;;;;;;;;;;;;;;
scn_many-medium_seed12_P5_pl20.xlsx;soft;base;ERROR;Cannot load a SolverResults object with bad status: aborted;;;;;;;;;;;;;;;;;;;;
scn_many-medium_seed12_P5_pl20.xlsx;medium;base;ERROR;Cannot load a SolverResults object with bad status: aborted;;;;;;;;;;;;;;;;;;;;
scn_many-medium_seed12_P5_pl20.xlsx;hard;base;ERROR;Cannot load a SolverResults object with bad status: aborted;;;;;;;;;;;;;;;;;;;;
scn_many-medium_seed1_P5_pl20.xlsx;soft12;base;ERROR;Cannot load a SolverResults object with bad status: aborted;;;;;;;;;;;;;;;;;;;;
scn_many-medium_seed1_P5_pl20.xlsx;soft;base;ERROR;Cannot load a SolverResults object with bad status: aborted;;;;;;;;;;;;;;;;;;;;
scn_many-medium_seed1_P5_pl20.xlsx;medium;base;ERROR;Cannot load a SolverResults object with bad status: aborted;;;;;;;;;;;;;;;;;;;;
scn_many-medium_seed1_P5_pl20.xlsx;hard;base;ERROR;Cannot load a SolverResults object with bad status: aborted;;;;;;;;;;;;;;;;;;;;
scn_many-medium_seed2_P5_pl20.xlsx;soft12;base;ERROR;Cannot load a SolverResults object with bad status: aborted;;;;;;;;;;;;;;;;;;;;
scn_many-medium_seed2_P5_pl20.xlsx;soft;base;ERROR;Cannot load a SolverResults object with bad status: aborted;;;;;;;;;;;;;;;;;;;;
scn_many-medium_seed2_P5_pl20.xlsx;medium;base;ERROR;Cannot load a SolverResults object with bad status: aborted;;;;;;;;;;;;;;;;;;;;
scn_many-medium_seed2_P5_pl20.xlsx;hard;base;ERROR;Cannot load a SolverResults object with bad status: aborted;;;;;;;;;;;;;;;;;;;;
scn_many-medium_seed3_P5_pl20.xlsx;soft12;base;ERROR;Cannot load a SolverResults object with bad status: aborted;;;;;;;;;;;;;;;;;;;;
scn_many-medium_seed3_P5_pl20.xlsx;soft;base;ERROR;Cannot load a SolverResults object with bad status: aborted;;;;;;;;;;;;;;;;;;;;
scn_many-medium_seed3_P5_pl20.xlsx;medium;base;ERROR;Cannot load a SolverResults object with bad status: aborted;;;;;;;;;;;;;;;;;;;;
scn_many-medium_seed3_P5_pl20.xlsx;hard;base;ERROR;Cannot load a SolverResults object with bad status: aborted;;;;;;;;;;;;;;;;;;;;
scn_many-medium_seed4_P5_pl20.xlsx;soft12;base;ERROR;Cannot load a SolverResults object with bad status: aborted;;;;;;;;;;;;;;;;;;;;
scn_many-medium_seed4_P5_pl20.xlsx;soft;base;ERROR;Cannot load a SolverResults object with bad status: aborted;;;;;;;;;;;;;;;;;;;;
scn_many-medium_seed4_P5_pl20.xlsx;medium;base;ERROR;Cannot load a SolverResults object with bad status: aborted;;;;;;;;;;;;;;;;;;;;
scn_many-medium_seed4_P5_pl20.xlsx;hard;base;ERROR;Cannot load a SolverResults object with bad status: aborted;;;;;;;;;;;;;;;;;;;;
scn_many-medium_seed5_P5_pl20.xlsx;soft12;base;ok;optimal;29.515;;;;84.573;0.0;0.0;;;0.0;0.0;1900.0;35;20;6;5;84.573;51742;74696;51295
scn_many-medium_seed5_P5_pl20.xlsx;soft;base;ok;optimal;29.57;;;;84.573;0.0;0.0;;;0.0;0.0;1900.0;35;20;6;5;84.573;51754;74702;51295
scn_many-medium_seed5_P5_pl20.xlsx;medium;base;ERROR;Cannot load a SolverResults object with bad status: aborted;;;;;;;;;;;;;;;;;;;;
scn_many-medium_seed5_P5_pl20.xlsx;hard;base;ERROR;Cannot load a SolverResults object with bad status: aborted;;;;;;;;;;;;;;;;;;;;
scn_many-medium_seed6_P5_pl20.xlsx;soft12;base;ERROR;Cannot load a SolverResults object with bad status: aborted;;;;;;;;;;;;;;;;;;;;
scn_many-medium_seed6_P5_pl20.xlsx;soft;base;ERROR;Cannot load a SolverResults object with bad status: aborted;;;;;;;;;;;;;;;;;;;;
scn_many-medium_seed6_P5_pl20.xlsx;medium;base;ERROR;Cannot load a SolverResults object with bad status: aborted;;;;;;;;;;;;;;;;;;;;
scn_many-medium_seed6_P5_pl20.xlsx;hard;base;ERROR;Cannot load a SolverResults object with bad status: aborted;;;;;;;;;;;;;;;;;;;;
scn_many-medium_seed7_P5_pl20.xlsx;soft12;base;ERROR;Cannot load a SolverResults object with bad status: aborted;;;;;;;;;;;;;;;;;;;;
scn_many-medium_seed7_P5_pl20.xlsx;soft;base;ERROR;Cannot load a SolverResults object with bad status: aborted;;;;;;;;;;;;;;;;;;;;
scn_many-medium_seed7_P5_pl20.xlsx;medium;base;ERROR;Cannot load a SolverResults object with bad status: aborted;;;;;;;;;;;;;;;;;;;;
scn_many-medium_seed7_P5_pl20.xlsx;hard;base;ERROR;Cannot load a SolverResults object with bad status: aborted;;;;;;;;;;;;;;;;;;;;
scn_many-medium_seed8_P5_pl20.xlsx;soft12;base;ERROR;Cannot load a SolverResults object with bad status: aborted;;;;;;;;;;;;;;;;;;;;
scn_many-medium_seed8_P5_pl20.xlsx;soft;base;ERROR;Cannot load a SolverResults object with bad status: aborted;;;;;;;;;;;;;;;;;;;;
scn_many-medium_seed8_P5_pl20.xlsx;medium;base;ERROR;Cannot load a SolverResults object with bad status: aborted;;;;;;;;;;;;;;;;;;;;
scn_many-medium_seed8_P5_pl20.xlsx;hard;base;ERROR;Cannot load a SolverResults object with bad status: aborted;;;;;;;;;;;;;;;;;;;;
scn_many-medium_seed9_P5_pl20.xlsx;soft12;base;ERROR;Cannot load a SolverResults object with bad status: aborted;;;;;;;;;;;;;;;;;;;;
scn_many-medium_seed9_P5_pl20.xlsx;soft;base;ERROR;Cannot load a SolverResults object with bad status: aborted;;;;;;;;;;;;;;;;;;;;
scn_many-medium_seed9_P5_pl20.xlsx;medium;base;ERROR;Cannot load a SolverResults object with bad status: aborted;;;;;;;;;;;;;;;;;;;;
scn_many-medium_seed9_P5_pl20.xlsx;hard;base;ERROR;Cannot load a SolverResults object with bad status: aborted;;;;;;;;;;;;;;;;;;;;
