file,mode,solve_time_s,status,termination,gap,best_bound,objective,Tmax,client_delay_sum,viol_C_sum,client_switches,positions_slack_used,switches_slot_sum,presence_sum,idle_sum,n_positions,n_jobs,n_planes,n_clients,H
scn_few-loose_seed108.xlsx,soft12,0.609,ok,optimal,,,161.036,23.036,0.0,0.0,0.0,0.0,0.0,0.0,138.0,5.0,10.0,3.0,2.0,35.14
scn_few-loose_seed108.xlsx,soft,0.454,ok,optimal,,,161.036,23.036,0.0,3.0,0.0,0.0,0.0,0.0,138.0,5.0,10.0,3.0,2.0,35.14
scn_few-loose_seed108.xlsx,medium,0.516,ok,optimal,,,161.036,23.036,0.0,3.0,0.0,0.0,0.0,0.0,138.0,5.0,10.0,3.0,2.0,35.14
scn_few-loose_seed108.xlsx,hard,0.535,ok,optimal,,,161.036,23.036,0.0,3.0,0.0,0.0,0.0,0.0,138.0,5.0,10.0,3.0,2.0,35.14
scn_few-loose_seed109.xlsx,soft12,0.51,ok,optimal,,,210.704,36.70399999999999,0.0,0.0,0.0,0.0,0.0,0.0,174.0,5.0,12.0,3.0,2.0,47.071
scn_few-loose_seed109.xlsx,soft,0.504,ok,optimal,,,210.704,36.70399999999999,0.0,4.0,0.0,0.0,0.0,174.0,0.0,5.0,12.0,3.0,2.0,47.071
scn_few-loose_seed109.xlsx,medium,0.547,ok,optimal,,,210.704,36.70399999999999,0.0,5.0,0.0,0.0,0.0,0.0,174.0,5.0,12.0,3.0,2.0,47.071
scn_few-loose_seed109.xlsx,hard,0.556,ok,optimal,,,210.704,36.70399999999999,0.0,2.0,0.0,0.0,0.0,0.0,174.0,5.0,12.0,3.0,2.0,47.071
scn_few-loose_seed110.xlsx,soft12,0.617,ok,optimal,,,181.734,28.734,0.0,0.0,0.0,0.0,0.0,0.0,153.0,5.0,14.0,3.0,2.0,40.591
scn_few-loose_seed110.xlsx,soft,0.571,ok,optimal,,,181.734,28.734,0.0,5.0,0.0,0.0,0.0,0.0,153.0,5.0,14.0,3.0,2.0,40.591
scn_few-loose_seed110.xlsx,medium,0.593,ok,optimal,,,181.734,28.734,0.0,3.0,0.0,0.0,0.0,0.0,153.0,5.0,14.0,3.0,2.0,40.591
scn_few-loose_seed110.xlsx,hard,0.603,ok,optimal,,,181.734,28.734,0.0,3.0,0.0,0.0,0.0,0.0,153.0,5.0,14.0,3.0,2.0,40.591
scn_few-tight_seed101.xlsx,soft12,0.475,ok,optimal,,,116.241,20.241000000000003,0.0,0.0,0.0,0.0,0.0,96.0,0.0,5.0,14.0,3.0,2.0,21.641
